Row.names,Horodateur,Sexe,Age,Race,Nombre,Logement,Zone,Ext,Obs,Timide,Calme,Effrayé,Intelligent,Vigilant,Perséverant,Affectueux,Amical,Solitaire,Brutal,Dominant,Agressif,Impulsif,Prévisible,Distrait,Abondance,PredOiseau,PredMamm,Plus
1646,2021-02-16 22:57:37 UTC,M,Moinsde1,PER,1,ML,U,1,2,4,4,5,3,3,4,4,4,4,3,4,3,3,4,4,2,1,0,
1647,2021-02-17 18:17:26 UTC,M,2a10,MCO,Plusde5,ML,U,2,3,2,2,1,4,4,3,4,4,2,1,1,1,1,1,4,2,1,0,
1648,2021-02-17 21:05:50 UTC,M,Plusde10,EUR,2,ML,PU,2,2,4,4,3,2,4,4,5,4,3,1,1,1,1,4,4,2,1,1,
1649,2021-02-17 22:01:25 UTC,F,2a10,MCO,1,ML,PU,1,2,4,4,3,4,4,4,4,2,4,3,4,3,3,4,5,2,1,1,
165,2021-03-13 16:15:27 UTC,M,1a2,PER,2,ASB,U,0,1,5,5,5,3,5,5,5,1,5,1,1,1,1,1,1,NSP,0,0,
1650,2021-02-18 07:55:36 UTC,F,2a10,SBI,2,ML,PU,2,3,4,5,3,5,4,4,5,3,4,1,1,1,1,5,1,2,1,0,
1651,2021-02-18 07:57:22 UTC,M,1a2,SBI,2,ML,PU,2,3,1,3,3,5,5,5,5,5,1,2,5,1,1,3,2,2,1,0,
1652,2021-02-18 08:26:39 UTC,M,2a10,CHA,1,ML,R,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,
1653,2021-02-18 13:05:13 UTC,M,2a10,MCO,2,MI,R,2,2,1,4,2,5,5,5,5,5,4,1,2,3,2,4,3,2,1,1,
1654,2021-02-18 17:52:33 UTC,F,2a10,SBI,Plusde5,ML,R,0,3,2,3,2,3,2,3,4,4,2,2,5,4,3,3,3,2,1,0,
1655,2021-02-19 17:51:32 UTC,M,2a10,BEN,2,AAB,U,3,2,2,2,1,5,4,4,4,3,2,2,5,3,4,3,2,2,1,1,"Capture également des gros insectes (à déjà ramené un gros criquet), gentil avec certains chats du quartier mais bagarreur avec d'autres, très câlin avec nous aime beaucoup dormir avec nous"
1656,2021-03-06 15:17:06 UTC,F,2a10,BRI,1,ML,U,2,2,2,3,1,4,4,4,3,2,4,3,4,4,4,3,3,2,1,1,
1657,2021-03-06 15:19:47 UTC,F,2a10,BRI,1,ML,U,2,2,3,4,3,5,5,5,3,2,3,1,1,2,3,4,3,2,1,1,
1658,2021-03-06 15:28:14 UTC,M,2a10,BRI,1,ML,R,1,2,1,5,2,4,3,3,5,4,1,1,1,1,1,5,4,2,1,4,Hyper collant et ne reste pas dans une pièce sans nous même pour dormir
1659,2021-03-06 16:02:56 UTC,F,2a10,BRI,1,ML,U,2,1,4,5,5,4,3,2,3,4,1,1,1,1,1,4,2,2,1,0,Ritualisée
166,2021-03-13 16:19:46 UTC,M,2a10,PER,2,ASB,U,0,2,2,5,2,5,3,3,5,4,2,1,3,1,3,4,5,NSP,0,0,
1660,2021-03-06 17:56:54 UTC,F,Plusde10,EUR,1,MI,R,2,2,2,2,4,4,4,4,4,2,4,2,2,3,2,4,4,2,1,1,
1661,2021-03-06 17:57:41 UTC,F,2a10,EUR,2,ML,U,2,2,4,3,1,5,5,5,5,1,5,4,1,5,5,5,5,2,1,1,"Minette  sauvage recueilli dans la rue, ne nous lâche plus depuis qu'elle est chez nous😍, m'attend sur ma boîte à lettre tout les soirs à 18h et on rentre toujours ensemble."
1662,2021-03-06 18:06:10 UTC,M,2a10,EUR,1,AAB,PU,3,3,4,2,2,4,4,2,4,4,1,1,2,2,3,4,4,2,1,2,"Il capture en revanche très souvent des papillons, papillons de nuit, sauterelles, lézards presque tous les jours en période estivale..."
1663,2021-03-06 18:06:22 UTC,F,2a10,ORI,1,AAB,U,2,2,4,3,4,4,4,4,4,4,5,1,3,3,3,3,3,2,1,0,C’est un ORI/TUV
1664,2021-03-06 18:22:49 UTC,M,2a10,NR,1,ML,U,1,2,1,5,2,4,4,4,5,5,2,2,4,4,3,4,4,2,1,0,"Très intéressé par ce que nous faisons,  il n'est 0 loin de nous!"
1665,2021-03-06 18:38:31 UTC,M,2a10,EUR,2,AAB,PU,2,2,2,4,2,4,4,5,5,4,1,1,3,1,3,2,2,2,1,1,
1666,2021-03-06 18:44:29 UTC,M,1a2,NR,2,ML,PU,2,2,1,3,2,4,4,4,4,4,1,3,3,3,3,3,3,2,1,1,
1667,2021-03-06 18:58:05 UTC,F,1a2,NR,1,AAB,U,2,2,4,3,4,4,4,4,3,2,4,1,2,2,2,3,3,2,1,0,
1668,2021-03-06 19:05:49 UTC,F,1a2,EUR,3,ASB,R,0,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,1,1,
1669,2021-03-06 19:16:32 UTC,M,1a2,EUR,1,ML,PU,0,2,2,3,3,4,4,3,5,4,3,1,1,2,1,4,3,2,1,1,
167,2021-03-13 16:20:05 UTC,F,2a10,RAG,5,ML,R,0,3,5,5,5,4,5,4,4,3,4,1,1,1,2,3,2,NSP,0,0,
1670,2021-03-06 20:00:44 UTC,F,2a10,NR,1,AAB,PU,2,2,3,4,1,4,5,4,4,4,3,1,2,1,4,5,5,2,1,0,"Il ne sort pas seul en extérieur, le balcon est sécurisé avec filet et en extérieur elle est en harnais laisse"
1671,2021-03-06 21:08:13 UTC,F,2a10,SBI,1,MI,R,2,3,4,5,1,4,3,4,5,2,4,5,5,2,3,3,4,2,1,3,
1672,2021-03-06 21:46:38 UTC,M,2a10,EUR,2,ML,U,2,2,5,4,3,5,4,4,5,3,3,1,3,4,3,4,2,2,1,1,Il chasse dès qu il voit une bestiole mais il y en a peu en ville
1673,2021-03-06 21:48:59 UTC,M,2a10,Autre,2,ML,U,3,1,2,4,2,4,4,4,2,4,4,3,3,3,4,4,3,2,1,1,
1674,2021-03-06 22:16:35 UTC,F,2a10,SBI,2,AAB,PU,2,3,5,4,4,5,4,4,5,1,1,1,5,4,2,4,3,2,1,1,
1675,2021-03-06 22:55:34 UTC,F,1a2,NR,2,AAB,U,2,2,1,3,1,5,5,5,5,5,2,1,1,1,1,2,2,2,1,0,
1676,2021-03-06 23:50:20 UTC,M,2a10,Autre,4,ML,R,2,2,4,4,1,4,4,4,4,4,2,1,4,1,1,1,4,2,1,2,
1677,2021-03-07 07:26:26 UTC,F,2a10,BRI,1,MI,PU,4,1,4,4,3,4,4,4,2,2,4,1,1,3,1,4,2,2,1,1,
1678,2021-03-07 07:40:18 UTC,F,Plusde10,NSP,1,ML,PU,3,3,3,2,2,4,4,4,5,2,4,2,3,5,4,3,4,2,1,1,
1679,2021-03-07 09:25:47 UTC,M,2a10,NR,2,MI,PU,1,2,2,3,1,2,2,2,2,2,1,1,2,3,1,2,3,2,1,1,
168,2021-03-13 16:20:24 UTC,M,2a10,BEN,Plusde5,AAB,R,0,2,2,1,1,5,2,5,5,5,1,4,4,2,3,5,4,NSP,0,0,Mon chat ne sors pas du tout en exterieur
1680,2021-03-07 11:49:50 UTC,M,Plusde10,NR,1,ML,PU,3,2,2,4,3,4,4,5,4,5,3,1,4,4,4,3,3,2,1,1,
1681,2021-03-07 12:54:11 UTC,M,Plusde10,EUR,1,MI,PU,1,2,1,5,2,5,4,5,5,5,1,1,3,3,1,5,2,2,1,1,Très bavard 🤣
1682,2021-03-07 13:03:58 UTC,F,2a10,Autre,5,ML,R,0,2,1,2,1,1,1,1,1,2,2,2,2,3,2,3,2,2,1,1,
1683,2021-03-07 13:11:23 UTC,M,2a10,CHA,2,AAB,U,1,2,3,5,2,5,5,5,5,3,3,1,4,1,2,3,2,2,1,0,Aime quon lui lance des objets(chouchou à cheveux) pour les ramener
1684,2021-03-07 15:12:51 UTC,M,2a10,BRI,1,MI,R,2,2,4,5,4,5,5,5,4,4,5,1,1,1,1,1,4,2,1,1,
1685,2021-03-07 16:13:41 UTC,F,2a10,NR,1,ML,R,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,
1686,2021-03-07 16:57:45 UTC,F,Plusde10,EUR,3,AAB,U,2,3,2,4,2,3,3,2,4,4,2,2,1,1,2,3,3,2,1,1,
1687,2021-03-07 17:30:58 UTC,M,2a10,SAV,4,AAB,R,2,2,1,1,1,4,4,3,4,2,1,4,4,4,4,1,1,2,1,1,
1688,2021-03-07 17:51:02 UTC,F,2a10,EUR,1,AAB,U,2,2,5,4,5,4,5,3,3,2,5,3,3,3,1,3,3,2,1,1,
1689,2021-03-07 20:39:52 UTC,M,Plusde10,EUR,2,AAB,U,2,2,1,4,1,5,5,5,4,4,3,1,5,5,3,4,1,2,1,0,
169,2021-03-13 16:25:06 UTC,M,2a10,NR,3,AAB,U,0,2,1,3,2,5,5,5,4,1,3,4,4,4,3,4,3,NSP,0,0,
1690,2021-03-07 21:30:36 UTC,M,2a10,MCO,2,MI,R,1,2,5,4,3,2,5,1,5,4,3,1,2,2,1,4,3,2,1,0,il sort dans un enclos extérieur
1691,2021-03-08 06:46:42 UTC,F,2a10,CHA,1,ML,PU,2,2,1,4,1,4,4,4,4,4,2,4,1,4,2,1,2,2,1,1,
1692,2021-03-08 13:19:05 UTC,M,2a10,Autre,3,ML,R,2,2,1,4,3,4,4,4,5,4,2,2,2,2,5,3,2,2,1,4,Croisé PER
1693,2021-03-08 19:05:15 UTC,M,2a10,NR,2,ML,PU,3,2,4,4,2,4,5,4,5,4,2,1,4,2,2,4,5,2,1,1,
1694,2021-03-09 05:40:35 UTC,F,2a10,EUR,4,ML,R,1,3,2,3,2,5,4,4,5,5,1,1,1,1,1,3,3,2,1,1,
1695,2021-03-09 20:48:51 UTC,F,2a10,EUR,1,ML,PU,2,2,4,3,3,4,5,5,5,4,4,1,3,3,3,3,2,2,1,0,Elle adore les enfants et elle m’est très fidèle
1696,2021-03-13 13:09:32 UTC,F,2a10,EUR,2,ASB,R,0,2,4,3,1,5,5,5,5,5,4,3,4,3,4,5,3,2,1,1,
1697,2021-03-13 13:11:02 UTC,F,2a10,BEN,3,AAB,R,2,2,2,2,1,4,3,4,4,4,1,2,2,1,3,4,4,2,1,0,
1698,2021-03-13 13:17:13 UTC,M,2a10,BEN,3,AAB,R,2,2,1,2,1,4,2,4,5,5,1,2,4,1,3,5,2,2,1,0,
1699,2021-03-13 13:18:05 UTC,F,Plusde10,NR,Plusde5,MI,PU,2,1,4,3,2,4,4,4,4,4,4,2,4,2,2,2,2,2,1,1,
17,2021-02-14 00:16:36 UTC,M,2a10,NR,3,ASB,U,0,2,2,4,1,5,4,4,5,4,2,1,3,3,1,3,5,NSP,0,1,Très bon chasseur. Il a capturé 2 souris qui se sont retrouvées chez moi certainement par hasard
170,2021-03-13 16:29:49 UTC,F,1a2,RAG,1,ML,PU,0,2,2,3,1,2,2,3,5,3,1,1,1,1,1,5,5,NSP,0,0,
1700,2021-03-13 13:20:02 UTC,M,2a10,EUR,1,MI,R,2,2,1,5,3,5,4,5,5,5,1,1,1,1,1,2,1,2,1,3,
1701,2021-03-13 13:27:49 UTC,F,2a10,EUR,2,ML,PU,3,2,2,5,1,5,5,5,4,2,4,1,3,1,2,4,2,2,1,1,
1702,2021-03-13 13:31:44 UTC,M,Plusde10,EUR,4,AAB,U,1,2,5,5,2,5,5,5,5,1,2,1,2,1,2,3,2,2,1,0,
1703,2021-03-13 13:36:29 UTC,M,2a10,EUR,4,ML,U,2,1,4,4,1,3,5,3,4,4,4,4,5,5,5,5,3,2,1,0,
1704,2021-03-13 13:42:58 UTC,M,2a10,EUR,1,AAB,PU,2,3,2,1,4,3,3,5,5,4,1,2,3,5,3,4,3,2,1,4,"C'est un chat extrêmement joueur. Et très protecteur envers son territoire et en vers nous, peut devenir agressif envers un invité si un membre de notre famille montre des signes de tristesse : pleurs ou gloussement qui ressembler à des sanglots(pour lui)."
1705,2021-03-13 13:49:22 UTC,M,2a10,NSP,2,ML,U,1,2,2,5,1,5,5,5,5,5,3,1,5,1,1,3,1,2,1,1,
1706,2021-03-13 13:57:59 UTC,F,Plusde10,BEN,Plusde5,MI,R,3,3,1,3,1,5,5,4,5,4,2,2,4,3,4,4,3,2,1,1,
1707,2021-03-13 13:58:07 UTC,F,2a10,NR,2,MI,U,3,1,3,4,5,3,5,4,5,4,2,1,1,2,3,4,3,2,1,2,TR7S CALINE  VOIRE FUSIONNELLE
1708,2021-03-13 14:02:08 UTC,F,Plusde10,EUR,2,ML,PU,1,2,3,4,4,2,2,3,4,3,4,2,2,3,2,4,3,2,1,2,
1709,2021-03-13 14:14:54 UTC,F,1a2,BRI,2,ML,R,2,2,4,4,2,5,5,4,4,3,4,1,2,1,2,2,1,2,1,1,D’une grande présence.
171,2021-03-13 16:34:42 UTC,M,2a10,BEN,1,ML,PU,0,3,2,2,3,5,5,5,4,4,4,4,4,2,1,3,1,NSP,0,0,
1710,2021-03-13 14:14:58 UTC,F,Plusde10,EUR,1,ML,R,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,4,5,2,1,2,
1711,2021-03-13 14:44:54 UTC,F,2a10,EUR,1,AAB,U,1,2,3,5,1,3,3,3,5,5,3,1,3,3,2,4,4,2,1,1,"Prédation plus importante en vacances, l'été en camping !"
1712,2021-03-13 14:46:34 UTC,F,2a10,EUR,1,ML,PU,3,2,4,5,3,4,4,3,4,2,4,1,3,4,2,2,2,2,1,2,
1713,2021-03-13 14:51:14 UTC,M,Moinsde1,BEN,4,AAB,U,2,2,1,4,1,4,4,4,4,4,4,1,1,1,4,2,2,2,1,0,
1714,2021-03-13 15:07:01 UTC,M,2a10,EUR,1,MI,U,2,2,1,5,4,3,3,3,5,4,4,2,4,4,3,3,3,2,1,1,
1715,2021-03-13 15:08:12 UTC,M,2a10,EUR,2,ML,R,2,2,4,4,3,4,4,3,4,2,2,2,2,3,2,4,4,2,1,4,Son surnom : patachon.  Il est malhabile.
1716,2021-03-13 15:10:51 UTC,F,2a10,EUR,2,ML,R,2,2,2,4,2,4,4,3,4,4,2,2,4,3,2,3,2,2,1,0,C'est une précieuse princesse
1717,2021-03-13 15:38:05 UTC,F,Plusde10,EUR,2,ML,PU,2,3,2,2,2,4,4,4,4,2,2,1,2,2,2,4,3,2,1,1,
1718,2021-03-13 15:47:06 UTC,F,2a10,NSP,2,ML,PU,0,2,2,4,1,4,4,4,4,4,3,2,5,3,4,4,2,2,1,1,
1719,2021-03-13 15:48:04 UTC,F,Plusde10,PER,1,ML,R,2,2,4,5,1,4,4,3,5,3,4,1,5,5,1,2,4,2,1,0,
172,2021-03-13 16:35:01 UTC,M,Moinsde1,EUR,1,ASB,U,0,2,2,1,3,5,4,5,4,1,4,4,5,3,4,3,5,NSP,0,0,Pas eu de maman chat (orphelin) donc sevrage différent de la norme
1720,2021-03-13 15:48:48 UTC,M,2a10,PER,2,ML,U,1,3,1,5,1,5,5,5,5,5,1,1,2,5,4,5,1,2,1,1,Prédateur depuis l arrivee d un bébé chat afin d assoir sa dominance
1721,2021-03-13 16:18:42 UTC,M,2a10,PER,1,MI,PU,2,3,4,4,3,5,5,5,4,4,3,4,4,4,2,4,2,2,1,1,Mon chat me mord tous les jours 1 à 2 fois par jour plus ou moins affectueusement
1722,2021-03-13 16:23:17 UTC,M,2a10,NR,4,AAB,R,2,3,2,5,1,5,5,3,4,4,2,1,3,1,2,4,3,2,1,1,
1723,2021-03-13 16:31:12 UTC,M,Plusde10,EUR,1,ML,R,2,2,4,4,4,2,4,4,4,2,4,4,4,4,4,3,3,2,1,1,A 15 ans
1724,2021-03-13 16:41:23 UTC,M,2a10,EUR,2,ML,PU,3,1,1,5,1,4,4,3,3,5,2,3,1,1,4,2,4,2,1,2,Il vit également dans un autre foyer qu'il a choisi seul à environs 50m de chez nous
1725,2021-03-13 16:56:05 UTC,F,2a10,EUR,2,ML,U,2,2,3,4,3,5,4,4,5,4,3,3,3,3,2,3,3,2,1,2,
1726,2021-03-13 17:25:41 UTC,F,2a10,NR,2,ML,U,2,2,3,5,3,2,4,5,4,4,4,3,3,3,3,4,4,2,1,2,
1727,2021-03-13 17:52:38 UTC,F,1a2,NSP,1,ML,R,2,2,1,4,4,4,4,5,3,4,2,3,2,1,3,3,3,2,1,2,Elle préfère les petits lézards et les sauterelles
1728,2021-03-13 18:12:53 UTC,M,Moinsde1,EUR,2,ML,R,2,2,4,5,2,4,5,5,5,4,4,1,1,1,1,1,4,2,1,1,
1729,2021-03-13 18:26:13 UTC,F,Plusde10,EUR,1,ASB,R,1,3,3,4,3,4,3,4,4,3,4,1,3,3,4,4,3,2,1,1,Chat made in maison
173,2021-03-13 16:41:16 UTC,M,2a10,EUR,1,ASB,U,0,3,1,1,2,1,1,1,1,4,2,1,4,2,4,4,1,NSP,0,0,
1730,2021-03-13 18:42:02 UTC,F,1a2,EUR,2,ML,U,3,1,1,3,2,4,4,4,3,2,4,1,3,2,3,3,3,2,1,4,
1731,2021-03-13 18:42:49 UTC,M,2a10,NR,2,MI,R,1,2,2,4,4,4,5,4,5,5,1,1,1,3,2,4,4,2,1,0,
1732,2021-03-13 19:27:12 UTC,M,2a10,ORI,1,ML,PU,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,2,1,1,
1733,2021-03-13 19:30:05 UTC,F,2a10,EUR,3,AAB,R,2,2,1,4,1,5,5,5,5,4,5,3,5,4,5,4,3,2,1,1,
1734,2021-03-13 19:46:01 UTC,F,2a10,EUR,1,ASB,U,2,2,5,4,5,5,5,5,4,4,5,1,5,5,1,5,5,2,1,1,"Elle a très peur des enfants au point de cracher. Concernant les adultes, elle est tout simplement timide avec eux."
1735,2021-03-13 20:07:11 UTC,F,2a10,EUR,1,ML,PU,3,3,5,5,2,3,5,3,4,3,3,3,3,4,3,3,4,2,1,1,
1736,2021-03-13 20:23:01 UTC,M,Plusde10,EUR,1,ML,PU,2,2,3,4,1,4,3,2,3,3,4,4,4,5,4,3,2,2,1,0,
1737,2021-03-13 21:14:01 UTC,F,2a10,EUR,1,ML,R,3,2,3,4,2,4,4,3,4,2,4,1,1,2,1,4,1,2,1,1,
1738,2021-03-13 21:34:06 UTC,M,2a10,PER,1,ML,PU,1,2,1,2,4,5,3,5,5,5,4,4,4,5,5,4,5,2,1,1,"Déteste tous les animaux chez lui, il est territoriale"
1739,2021-03-13 22:05:26 UTC,M,2a10,EUR,2,ML,U,1,2,4,4,3,4,4,5,2,2,4,5,5,5,4,4,3,2,1,1,
174,2021-03-13 17:01:03 UTC,M,2a10,SPH,1,ASB,U,0,3,2,4,1,5,2,2,5,5,1,4,1,1,1,2,4,NSP,0,0,
1740,2021-03-13 22:35:53 UTC,M,2a10,NR,4,ML,U,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,0,
1741,2021-03-13 22:45:44 UTC,M,2a10,Autre,Plusde5,MI,PU,3,3,4,2,1,4,3,4,4,1,1,1,1,1,1,1,1,2,1,2,
1742,2021-03-13 23:02:10 UTC,F,2a10,ORI,1,AAB,U,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,2,1,0,
1743,2021-03-13 23:02:28 UTC,M,Moinsde1,PER,Plusde5,AAB,U,3,2,1,1,1,1,1,1,1,5,4,1,3,1,3,4,3,2,1,1,
1744,2021-03-14 01:47:40 UTC,M,2a10,NR,2,ML,U,2,3,3,4,1,5,5,3,5,3,1,1,4,1,2,4,4,2,1,1,
1745,2021-03-14 07:39:28 UTC,F,2a10,EUR,2,ML,R,2,2,5,5,5,3,4,4,4,2,5,1,3,1,3,3,2,2,1,1,
1746,2021-03-14 08:28:38 UTC,M,2a10,EUR,1,ML,R,2,2,4,4,4,5,5,5,4,4,4,1,1,3,3,1,2,2,1,2,
1747,2021-03-14 10:07:44 UTC,F,Plusde10,NR,1,MI,U,2,2,4,5,2,5,5,4,3,2,5,1,3,5,2,4,3,2,1,1,
1748,2021-03-14 10:40:08 UTC,M,2a10,EUR,2,ML,PU,0,2,1,4,4,5,5,5,5,5,1,3,2,3,1,5,1,2,1,1,Mes chats sortent que dans le jardin et ne vont pas en dehors .
1749,2021-03-14 10:49:57 UTC,F,Plusde10,MCO,1,ML,R,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,3,4,2,1,0,
175,2021-03-13 17:03:04 UTC,F,2a10,CHA,1,ASB,U,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,NSP,0,0,
1750,2021-03-14 10:51:45 UTC,M,2a10,PER,1,AAB,U,2,2,5,5,3,5,5,4,4,4,4,1,1,3,1,5,4,2,1,0,
1751,2021-03-14 13:05:00 UTC,F,Plusde10,NR,2,AAB,U,1,2,3,3,2,4,4,4,4,3,3,1,1,2,1,4,3,2,1,1,
1752,2021-03-14 13:56:37 UTC,F,2a10,EUR,Plusde5,ML,U,1,2,2,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,3,
1753,2021-03-14 14:08:41 UTC,F,2a10,NR,1,MI,R,2,2,5,5,5,4,4,4,3,4,4,1,1,1,1,1,1,2,1,1,peureux
1754,2021-03-14 14:33:27 UTC,F,2a10,EUR,Plusde5,MI,PU,3,2,1,4,2,4,4,4,5,5,2,1,3,2,2,4,2,2,1,1,"Très câline, sait se faire comprendre et comprend le langage de certains gestes"
1755,2021-03-14 17:15:16 UTC,M,2a10,SBI,1,AAB,U,1,2,2,5,4,4,4,3,4,2,3,1,1,3,1,5,5,2,1,0,
1756,2021-03-14 17:40:21 UTC,M,2a10,CHA,2,MI,U,1,2,1,4,4,4,4,4,5,5,2,1,2,2,1,4,1,2,1,0,
1757,2021-03-14 17:44:50 UTC,M,2a10,EUR,1,AAB,U,2,3,1,4,2,5,5,4,5,5,2,2,3,2,2,4,3,2,1,1,
1758,2021-03-14 17:56:27 UTC,F,1a2,NR,1,AAB,U,2,2,1,5,3,5,5,5,5,4,4,1,1,3,1,1,5,2,1,0,
1759,2021-03-14 20:51:04 UTC,M,2a10,NR,3,MI,R,2,2,4,4,1,4,5,3,5,3,3,1,1,2,1,4,4,2,1,1,
176,2021-03-13 17:09:21 UTC,F,2a10,Autre,2,AAB,R,0,3,2,2,1,4,4,4,5,4,2,1,3,1,2,3,2,NSP,0,0,
1760,2021-03-15 09:32:52 UTC,M,Plusde10,TUV,2,AAB,PU,1,3,2,4,2,4,4,4,5,4,1,1,2,2,2,4,2,2,1,0,C est un chat qui a le caractère d un chien
1761,2021-03-15 18:43:42 UTC,M,2a10,EUR,1,AAB,R,3,2,2,3,3,4,3,5,4,4,4,2,3,3,5,4,4,2,1,0,
1762,2021-04-10 18:08:55 UTC,M,Plusde10,NR,2,AAB,U,2,2,1,4,1,4,2,3,4,4,4,3,5,5,1,5,1,2,1,1,
1763,2021-02-09 19:20:05 UTC,M,2a10,NSP,1,ML,R,4,1,2,5,2,3,4,4,4,4,4,1,1,2,1,3,4,2,1,1,
1764,2021-02-10 12:33:22 UTC,F,1a2,NR,2,AAB,PU,1,2,3,4,2,4,3,4,4,3,3,2,2,3,3,3,3,2,1,1,
1765,2021-02-10 13:30:32 UTC,M,2a10,RAG,1,ML,R,2,2,2,4,2,4,3,4,3,4,4,2,3,2,3,4,2,2,1,3,
1766,2021-02-10 16:16:55 UTC,F,Moinsde1,RAG,1,ML,PU,1,2,1,4,2,5,2,5,4,5,1,2,2,1,4,4,4,2,1,0,
1767,2021-02-10 18:09:45 UTC,F,2a10,NSP,1,ML,PU,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,2,1,1,
1768,2021-02-11 21:31:07 UTC,F,2a10,NR,2,ML,U,2,2,4,4,4,4,2,4,4,2,4,2,4,3,2,4,3,2,1,0,
1769,2021-02-11 18:08:31 UTC,F,2a10,SBI,4,ML,R,1,3,1,4,2,5,5,5,5,4,2,1,1,1,1,3,2,2,0,0,
177,2021-03-13 17:31:21 UTC,M,2a10,EUR,5,ASB,R,0,3,1,1,1,3,3,3,3,3,1,2,1,2,2,1,2,NSP,0,0,
1770,2021-02-11 18:16:00 UTC,M,1a2,SBI,2,MI,PU,0,2,2,4,2,4,4,4,4,4,1,2,2,2,2,3,4,2,0,0,
1771,2021-02-11 19:19:17 UTC,F,Moinsde1,SBI,1,AAB,U,0,2,1,4,3,5,5,5,5,5,3,1,3,3,2,4,3,2,0,0,
1772,2021-02-11 19:21:07 UTC,M,Moinsde1,EUR,1,ML,U,0,1,4,3,3,4,5,5,4,2,2,2,3,3,4,4,4,2,0,0,
1773,2021-02-11 20:40:18 UTC,M,2a10,SBI,2,MI,PU,1,2,4,5,2,5,5,5,5,3,2,1,1,1,1,3,2,2,0,1,
1774,2021-02-11 21:06:40 UTC,F,1a2,SBI,3,AAB,PU,2,2,2,2,2,5,5,5,2,3,2,4,3,2,4,4,1,2,0,0,
1775,2021-02-11 21:18:20 UTC,M,2a10,EUR,3,ASB,PU,0,3,1,5,2,4,4,4,5,5,3,2,3,2,1,5,5,2,0,0,Mes chats sont tous positifs Fiv ils ne sortent donc 0 et n
1776,2021-02-11 21:19:09 UTC,M,Moinsde1,SBI,1,ML,PU,0,2,1,4,3,4,4,4,4,5,1,1,1,1,1,4,4,2,0,0,
1777,2021-02-11 21:22:24 UTC,M,Moinsde1,SBI,2,ML,PU,0,2,2,3,2,5,2,5,4,5,1,2,1,1,1,5,4,2,0,0,
1778,2021-02-11 21:22:47 UTC,M,Plusde10,SBI,Plusde5,ML,R,0,3,4,4,4,4,4,1,4,3,4,1,1,1,1,4,1,2,0,0,
1779,2021-02-11 21:24:34 UTC,M,1a2,NR,2,ML,PU,1,2,4,3,2,5,5,4,4,3,2,3,4,2,3,4,5,2,0,0,
178,2021-03-13 17:34:51 UTC,F,1a2,EUR,2,ASB,U,0,2,1,3,2,5,4,4,5,5,1,1,2,2,3,3,3,NSP,0,0,
1780,2021-02-11 21:26:19 UTC,F,2a10,SBI,1,AAB,U,1,2,2,4,3,5,4,4,5,4,2,1,3,2,2,4,4,2,0,0,Chasse les insectes
1781,2021-02-11 21:32:01 UTC,F,Moinsde1,EUR,2,AAB,U,2,3,1,4,3,5,4,4,5,4,1,1,1,3,1,5,1,2,0,0,
1782,2021-02-11 21:34:54 UTC,M,Moinsde1,NR,1,ASB,U,0,2,1,2,1,4,5,5,4,4,1,3,2,2,3,3,4,2,0,0,
1783,2021-02-11 22:21:43 UTC,F,Moinsde1,SBI,1,ASB,U,0,2,3,4,3,5,5,5,5,3,3,2,3,3,2,2,3,2,0,0,
1784,2021-02-12 00:37:03 UTC,F,Moinsde1,SBI,2,MI,R,0,3,4,4,4,5,5,5,5,5,1,1,1,1,3,5,5,2,0,0,
1785,2021-02-12 05:55:47 UTC,F,2a10,SBI,1,ML,U,1,3,3,4,3,5,4,4,5,4,1,1,1,1,1,5,5,2,0,0,
1786,2021-02-12 07:20:46 UTC,M,1a2,PER,3,ML,U,0,2,1,2,1,5,5,2,4,5,1,2,1,1,5,1,4,2,0,0,
1787,2021-02-12 07:22:39 UTC,F,2a10,SBI,3,ML,U,1,2,1,5,1,5,4,4,4,4,1,3,1,1,1,4,1,2,0,0,
1788,2021-02-12 07:24:27 UTC,M,2a10,PER,3,ML,U,2,2,5,4,5,2,4,2,4,2,2,2,3,3,2,1,3,2,0,0,
1789,2021-02-12 08:45:42 UTC,M,Moinsde1,SBI,3,MI,R,1,3,1,5,1,4,4,3,5,5,1,1,1,1,1,3,1,2,0,0,Extérieur sécurisé clos
179,2021-03-13 17:38:38 UTC,F,1a2,PER,1,ASB,U,0,3,3,2,5,5,4,2,4,2,3,1,1,4,1,4,4,NSP,0,0,Elle a un grand intérêt pour les insectes
1790,2021-02-12 08:47:02 UTC,F,Moinsde1,SBI,3,MI,R,1,3,1,5,1,3,3,3,4,4,5,1,1,1,2,3,3,2,0,0,
